station,valid,lon,lat,tmpf,dwpf,relh,drct,sknt,p01i,alti,mslp,vsby,gust,skyc1,skyc2,skyc3,skyc4,skyl1,skyl2,skyl3,skyl4,wxcodes,ice_accretion_1hr,ice_accretion_3hr,ice_accretion_6hr,peak_wind_gust,peak_wind_drct,peak_wind_time,feel,snowdepth
PHL,9/27/2024 14:00,-75.2266,39.8734,69,68,96.62,50,10,T,30.01,,2.5,,OVC,,,,500,,,,#NAME?,,,,,,,69,
PHL,9/27/2024 14:14,-75.2266,39.8734,69,68,96.62,50,12,T,30.01,,4,,OVC,,,,600,,,,BR,,,,,,,69,
PHL,9/27/2024 14:25,-75.2266,39.8734,69,67,93.35,50,11,T,30.01,,5,25,OVC,,,,700,,,,BR,,,,,,,69,
PHL,9/27/2024 14:36,-75.2266,39.8734,69,67,93.35,50,10,T,30.01,,7,,OVC,,,,700,,,,,,,,,,,69,
PHL,9/27/2024 14:54,-75.2266,39.8734,69,66,90.17,70,11,T,30.02,1016.4,9,18,OVC,,,,700,,,,,,,,,,,69,
PHL,9/27/2024 15:09,-75.2266,39.8734,69,66,90.17,70,12,0,30.02,,10,,OVC,,,,800,,,,,,,,,,,69,
PHL,9/27/2024 15:54,-75.2266,39.8734,68,66,93.32,70,11,T,30.02,1016.4,10,,OVC,,,,700,,,,#NAME?,,,,,,,68,
PHL,9/27/2024 16:54,-75.2266,39.8734,68,67,96.61,70,11,T,30.01,1016.1,10,,OVC,,,,700,,,,#NAME?,,,,,,,68,
PHL,9/27/2024 17:54,-75.2266,39.8734,69,67,93.35,70,10,0.01,29.98,1015,10,,OVC,,,,700,,,,#NAME?,,,,,,,69,
PHL,9/27/2024 18:54,-75.2266,39.8734,69,66,90.17,70,8,T,29.97,1014.9,10,,OVC,,,,800,,,,#NAME?,,,,,,,69,
PHL,9/27/2024 19:54,-75.2266,39.8734,68,66,93.32,70,11,T,29.96,1014.3,10,,OVC,,,,800,,,,#NAME?,,,,,,,68,
PHL,9/27/2024 20:54,-75.2266,39.8734,68,66,93.32,70,7,T,29.94,1013.7,10,,OVC,,,,800,,,,#NAME?,,,,,,,68,
PHL,9/27/2024 21:54,-75.2266,39.8734,69,66,90.17,90,9,T,29.93,1013.6,10,,OVC,,,,900,,,,,,,,,,,69,
PHL,9/27/2024 22:54,-75.2266,39.8734,68,66,93.32,70,8,0,29.92,1013.1,10,,OVC,,,,700,,,,,,,,,,,68,
PHL,9/27/2024 23:54,-75.2266,39.8734,67,66,96.59,80,12,0,29.92,1013.1,6,,OVC,,,,500,,,,BR,,,,,,,67,
PHL,9/28/2024 00:49,-75.2266,39.8734,66.2,66.2,100,60,7,0,29.94,,8,,OVC,,,,500,,,,,,,,,,,66.2,
PHL,9/28/2024 00:54,-75.2266,39.8734,67,66,96.59,70,9,0,29.94,1013.8,8,,OVC,,,,500,,,,,,,,,,,67,
PHL,9/28/2024 01:54,-75.2266,39.8734,67,66,96.59,60,8,T,29.93,1013.4,7,,OVC,,,,500,,,,,,,,,,,67,
PHL,9/28/2024 02:54,-75.2266,39.8734,67,66,96.59,60,8,0,29.93,1013.3,7,,OVC,,,,500,,,,,,,,,,,67,
PHL,9/28/2024 03:49,-75.2266,39.8734,66.2,66.2,100,50,7,T,29.93,,5,,OVC,,,,500,,,,#NAME?,,,,,,,66.2,
PHL,9/28/2024 03:54,-75.2266,39.8734,67,66,96.59,50,9,T,29.93,1013.4,5,,OVC,,,,500,,,,#NAME?,,,,,,,67,
PHL,9/28/2024 04:39,-75.2266,39.8734,67,67,100,60,8,0.02,29.91,,7,,OVC,,,,500,,,,#NAME?,,,,,,,67,
PHL,9/28/2024 04:54,-75.2266,39.8734,67,67,100,60,7,0.02,29.91,1012.9,9,,OVC,,,,500,,,,,,,,,,,67,
PHL,9/28/2024 05:38,-75.2266,39.8734,68,67,96.61,60,9,T,29.89,,5,18,OVC,,,,500,,,,#NAME?,,,,,,,68,
PHL,9/28/2024 05:54,-75.2266,39.8734,68,67,96.61,70,11,T,29.89,1012.1,5,,OVC,,,,500,,,,#NAME?,,,,,,,68,
PHL,9/28/2024 06:24,-75.2266,39.8734,68,68,100,70,7,T,29.89,,5,,OVC,,,,400,,,,#NAME?,,,,,,,68,
PHL,9/28/2024 06:48,-75.2266,39.8734,68,68,100,50,8,0.03,29.87,,4,,OVC,,,,400,,,,#NAME?,,,,,,,68,
PHL,9/28/2024 06:54,-75.2266,39.8734,68,68,100,50,8,0.06,29.87,1011.3,3,,OVC,,,,400,,,,RA BR,,,,,,,68,
PHL,9/28/2024 07:12,-75.2266,39.8734,68,68,100,70,7,0.01,29.86,,10,,OVC,,,,600,,,,,,,,,,,68,
PHL,9/28/2024 07:33,-75.2266,39.8734,68,68,100,50,8,0.01,29.86,,6,,OVC,,,,400,,,,#NAME?,,,,,,,68,
PHL,9/28/2024 07:45,-75.2266,39.8734,68,68,100,60,8,0.01,29.86,,10,,OVC,,,,400,,,,,,,,,,,68,
PHL,9/28/2024 07:54,-75.2266,39.8734,68,68,100,60,9,0.01,29.85,1010.9,10,,OVC,,,,400,,,,,,,,,,,68,
PHL,9/28/2024 08:04,-75.2266,39.8734,69,68,96.62,60,8,0,29.85,,9,,OVC,,,,400,,,,,,,,,,,69,
PHL,9/28/2024 08:54,-75.2266,39.8734,69,68,96.62,70,11,0,29.85,1010.9,8,,OVC,,,,400,,,,,,,,,,,69,
PHL,9/28/2024 09:03,-75.2266,39.8734,69,68,96.62,60,8,0,29.85,,10,,BKN,OVC,,,600,2700,,,,,,,,,,69,
PHL,9/28/2024 09:46,-75.2266,39.8734,69,68,96.62,60,7,0,29.85,,10,16,BKN,OVC,,,700,2500,,,,,,,,,,69,
PHL,9/28/2024 09:54,-75.2266,39.8734,69,68,96.62,60,8,T,29.85,1010.8,5,,BKN,OVC,,,700,2500,,,#NAME?,,,,,,,69,
PHL,9/28/2024 10:20,-75.2266,39.8734,69,68,96.62,60,7,T,29.86,,7,,OVC,,,,700,,,,#NAME?,,,,,,,69,
PHL,9/28/2024 10:35,-75.2266,39.8734,69,68,96.62,60,8,0.01,29.86,,5,,OVC,,,,600,,,,#NAME?,,,,,,,69,
PHL,9/28/2024 10:42,-75.2266,39.8734,69,68,96.62,60,7,0.01,29.86,,7,,OVC,,,,600,,,,#NAME?,,,,,,,69,
PHL,9/28/2024 10:54,-75.2266,39.8734,69,68,96.62,60,7,0.01,29.86,1011.2,10,,BKN,OVC,,,600,1100,,,,,,,,,,69,
PHL,9/28/2024 11:13,-75.2266,39.8734,69,68,96.62,50,8,0,29.87,,10,,SCT,OVC,,,600,1100,,,,,,,,,,69,
PHL,9/28/2024 11:46,-75.2266,39.8734,70,68,93.37,60,6,0,29.88,,10,,BKN,OVC,,,600,1000,,,,,,,,,,70,
PHL,9/28/2024 11:54,-75.2266,39.8734,70,68,93.37,60,6,0,29.88,1011.7,10,,OVC,,,,700,,,,,,,,,,,70,
PHL,9/28/2024 12:54,-75.2266,39.8734,70,69,96.64,50,10,0,29.87,1011.5,6,,OVC,,,,700,,,,BR,,,,,,,70,
PHL,9/28/2024 12:58,-75.2266,39.8734,70,69,96.64,50,10,T,29.87,,4,,OVC,,,,700,,,,#NAME?,,,,,,,70,
PHL,9/28/2024 13:16,-75.2266,39.8734,70,69,96.64,50,8,T,29.88,,3,,OVC,,,,600,,,,#NAME?,,,,,,,70,
PHL,9/28/2024 13:25,-75.2266,39.8734,71,70,96.65,50,7,T,29.88,,7,,OVC,,,,600,,,,,,,,,,,71,
PHL,9/28/2024 13:54,-75.2266,39.8734,71,70,96.65,50,6,T,29.88,1011.8,7,,OVC,,,,600,,,,#NAME?,,,,,,,71,
PHL,9/28/2024 14:14,-75.2266,39.8734,71,70,96.65,40,8,T,29.88,,4,,OVC,,,,600,,,,#NAME?,,,,,,,71,
PHL,9/28/2024 14:54,-75.2266,39.8734,71,70,96.65,50,7,T,29.88,1011.8,3,,BKN,OVC,,,600,900,,,#NAME?,,,,,,,71,
PHL,9/28/2024 15:11,-75.2266,39.8734,71,70,96.65,50,5,T,29.88,,2.5,,OVC,,,,700,,,,#NAME?,,,,,,,71,
PHL,9/28/2024 15:17,-75.2266,39.8734,72,70,93.43,40,7,T,29.89,,1.75,,OVC,,,,800,,,,#NAME?,,,,,,,72,
PHL,9/28/2024 15:54,-75.2266,39.8734,71,70,96.65,20,9,0.02,29.89,1012,1.25,15,BKN,OVC,,,500,1100,,,#NAME?,,,,,,,71,
PHL,9/28/2024 16:31,-75.2266,39.8734,73,72,96.68,40,13,0.01,29.88,,2.5,,BKN,OVC,,,500,1200,,,#NAME?,,,,,,,73,
PHL,9/28/2024 16:37,-75.2266,39.8734,72,71,96.66,40,11,0.01,29.88,,3,,BKN,OVC,,,500,1300,,,#NAME?,,,,,,,72,
PHL,9/28/2024 16:48,-75.2266,39.8734,71.6,71.6,100,40,10,0.01,29.87,,5,,BKN,OVC,,,500,1300,,,BR,,,,,,,71.6,
PHL,9/28/2024 16:54,-75.2266,39.8734,72,71,96.66,60,10,0.01,29.87,1011.5,7,,BKN,OVC,,,700,1300,,,,,,,,,,72,
PHL,9/28/2024 17:54,-75.2266,39.8734,71,69,93.4,40,12,0,29.87,1011.4,7,,BKN,OVC,,,700,1300,,,,,,,,,,71,
PHL,9/28/2024 18:00,-75.2266,39.8734,71,69,93.4,40,11,0,29.87,,5,,BKN,OVC,,,700,1300,,,BR,,,,,,,71,
PHL,9/28/2024 18:49,-75.2266,39.8734,71.6,69.8,94.06,40,8,0,29.86,,7,,BKN,OVC,,,700,1300,,,,,,,,,,71.6,
PHL,9/28/2024 18:54,-75.2266,39.8734,70,68,93.37,40,10,0,29.86,1011.2,7,,OVC,,,,700,,,,,,,,,,,70,
PHL,9/28/2024 19:38,-75.2266,39.8734,70,68,93.37,30,10,0,29.87,,5,,OVC,,,,700,,,,BR,,,,,,,70,
PHL,9/28/2024 19:46,-75.2266,39.8734,70,68,93.37,30,10,0,29.87,,2,,OVC,,,,700,,,,BR,,,,,,,70,
PHL,9/28/2024 19:54,-75.2266,39.8734,69,68,96.62,30,10,0,29.87,1011.4,1,,OVC,,,,700,,,,BR,,,,,,,69,
PHL,9/28/2024 20:31,-75.2266,39.8734,70,68,93.37,40,13,0,29.87,,2.5,,BKN,OVC,,,700,1100,,,BR,,,,,,,70,
PHL,9/28/2024 20:50,-75.2266,39.8734,69.8,68,94.01,40,14,0,29.86,,7,,BKN,OVC,,,700,1200,,,,,,,,,,69.8,
PHL,9/28/2024 20:54,-75.2266,39.8734,69,68,96.62,40,12,0,29.86,1011.2,7,,BKN,OVC,,,700,1200,,,,,,,,,,69,
PHL,9/28/2024 21:54,-75.2266,39.8734,68,66,93.32,50,10,0,29.88,1011.7,8,19,BKN,OVC,,,700,1100,,,,,,,,,,68,
PHL,9/28/2024 22:54,-75.2266,39.8734,67,65,93.29,50,10,0,29.9,1012.4,10,,OVC,,,,700,,,,,,,,,,,67,
PHL,9/28/2024 23:54,-75.2266,39.8734,66,64,93.26,50,11,0,29.92,1013,10,,OVC,,,,700,,,,,,,,,,,66,
PHL,9/29/2024 00:54,-75.2266,39.8734,66,64,93.26,50,9,0,29.94,1013.9,10,,OVC,,,,700,,,,,,,,,,,66,
PHL,9/29/2024 01:54,-75.2266,39.8734,65,64,96.57,40,12,0,29.95,1014,7,,OVC,,,,700,,,,,,,,,,,65,
PHL,9/29/2024 02:22,-75.2266,39.8734,65,64,96.57,50,9,T,29.95,,7,,OVC,,,,700,,,,,,,,,,,65,
PHL,9/29/2024 02:38,-75.2266,39.8734,65,64,96.57,50,10,T,29.95,,10,,OVC,,,,700,,,,,,,,,,,65,
PHL,9/29/2024 02:54,-75.2266,39.8734,65,64,96.57,50,9,T,29.95,1014.1,10,,OVC,,,,700,,,,,,,,,,,65,
PHL,9/29/2024 03:54,-75.2266,39.8734,65,64,96.57,50,9,0,29.95,1014.2,10,,OVC,,,,700,,,,,,,,,,,65,
PHL,9/29/2024 04:54,-75.2266,39.8734,65,64,96.57,30,8,0,29.95,1014.2,10,,OVC,,,,700,,,,,,,,,,,65,
PHL,9/29/2024 05:16,-75.2266,39.8734,65,64,96.57,50,9,0,29.95,,8,,OVC,,,,700,,,,,,,,,,,65,
PHL,9/29/2024 05:54,-75.2266,39.8734,65,64,96.57,50,8,0,29.95,1014.1,9,,OVC,,,,700,,,,,,,,,,,65,
PHL,9/29/2024 06:54,-75.2266,39.8734,65,63,93.24,50,8,0,29.94,1013.8,9,,OVC,,,,700,,,,,,,,,,,65,
PHL,9/29/2024 07:54,-75.2266,39.8734,65,63,93.24,40,11,T,29.93,1013.6,9,,OVC,,,,700,,,,#NAME?,,,,,,,65,
PHL,9/29/2024 08:24,-75.2266,39.8734,65,63,93.24,40,9,T,29.93,,10,,OVC,,,,700,,,,,,,,,,,65,
PHL,9/29/2024 08:54,-75.2266,39.8734,65,63,93.24,50,8,T,29.94,1013.6,10,,OVC,,,,700,,,,,,,,,,,65,
PHL,9/29/2024 09:54,-75.2266,39.8734,65,63,93.24,30,12,0,29.95,1014.1,9,,OVC,,,,700,,,,,,,,,,,65,
PHL,9/29/2024 10:54,-75.2266,39.8734,64,62,93.21,40,11,T,29.95,1014.2,10,18,OVC,,,,700,,,,,,,,,,,64,
PHL,9/29/2024 11:54,-75.2266,39.8734,64,62,93.21,50,13,0,29.96,1014.5,10,20,OVC,,,,800,,,,,,,,,,,64,
PHL,9/29/2024 12:54,-75.2266,39.8734,64,62,93.21,60,10,0,29.97,1014.9,10,,OVC,,,,800,,,,,,,,,,,64,
PHL,9/29/2024 13:54,-75.2266,39.8734,66,62,86.93,50,9,0,29.98,1015.1,10,17,OVC,,,,900,,,,,,,,,,,66,
PHL,9/29/2024 14:08,-75.2266,39.8734,66,62,86.93,50,12,0,29.98,,10,,OVC,,,,1000,,,,,,,,,,,66,
PHL,9/29/2024 14:54,-75.2266,39.8734,67,62,83.97,40,12,0,29.99,1015.3,10,,OVC,,,,1200,,,,,,,,,,,67,
PHL,9/29/2024 15:54,-75.2266,39.8734,68,63,84.03,50,12,0,29.99,1015.4,10,,OVC,,,,1200,,,,,,,,,,,68,
PHL,9/29/2024 16:54,-75.2266,39.8734,68,63,84.03,50,10,T,29.98,1015.2,10,,OVC,,,,1200,,,,#NAME?,,,,,,,68,
PHL,9/29/2024 17:54,-75.2266,39.8734,68,63,84.03,70,10,T,29.97,1014.8,10,,OVC,,,,1100,,,,,,,,,,,68,
PHL,9/29/2024 18:54,-75.2266,39.8734,67,63,86.98,60,7,0,29.97,1014.8,10,,OVC,,,,1100,,,,,,,,,,,67,
PHL,9/29/2024 19:22,-75.2266,39.8734,66,64,93.26,60,8,T,29.97,,3,,OVC,,,,1100,,,,#NAME?,,,,,,,66,
PHL,9/29/2024 19:54,-75.2266,39.8734,66,64,93.26,70,8,T,29.97,1014.8,3,,OVC,,,,1100,,,,#NAME?,,,,,,,66,
PHL,9/29/2024 20:54,-75.2266,39.8734,65,63,93.24,60,8,T,29.97,1014.7,3,,BKN,OVC,,,800,1100,,,#NAME?,,,,,,,65,
PHL,9/29/2024 21:31,-75.2266,39.8734,64,62,93.21,60,9,T,29.97,,7,16,BKN,OVC,,,800,1100,,,,,,,,,,64,
PHL,9/29/2024 21:54,-75.2266,39.8734,65,62,90.01,60,9,T,29.97,1014.8,7,,BKN,OVC,,,800,1100,,,,,,,,,,65,
PHL,9/29/2024 22:18,-75.2266,39.8734,65,62,90.01,70,8,0,29.98,,10,,SCT,OVC,,,800,1100,,,,,,,,,,65,
PHL,9/29/2024 22:54,-75.2266,39.8734,65,61,86.88,60,8,0,29.98,1015.2,10,,SCT,OVC,,,800,1100,,,,,,,,,,65,
PHL,9/29/2024 23:54,-75.2266,39.8734,64,61,89.97,60,9,0,29.99,1015.5,10,,OVC,,,,1100,,,,,,,,,,,64,
PHL,9/30/2024 00:54,-75.2266,39.8734,64,60,86.83,70,8,0,30,1015.9,10,,OVC,,,,1100,,,,,,,,,,,64,
PHL,9/30/2024 01:51,-75.2266,39.8734,62.6,60.8,93.83,50,9,0,30.01,,10,,OVC,,,,900,,,,,,,,,,,62.6,
PHL,9/30/2024 01:54,-75.2266,39.8734,63,61,93.18,50,9,0,30.01,1016.3,10,,OVC,,,,900,,,,,,,,,,,63,
PHL,9/30/2024 02:54,-75.2266,39.8734,63,60,89.93,60,7,0,30.01,1016.2,10,,OVC,,,,900,,,,,,,,,,,63,
PHL,9/30/2024 03:29,-75.2266,39.8734,64,59,83.78,50,8,0,30.01,,10,,OVC,,,,1100,,,,,,,,,,,64,
PHL,9/30/2024 03:54,-75.2266,39.8734,64,59,83.78,50,9,0,30.01,1016.2,10,,OVC,,,,1400,,,,,,,,,,,64,
PHL,9/30/2024 04:24,-75.2266,39.8734,64,59,83.78,60,7,0,30.01,,10,,OVC,,,,1600,,,,,,,,,,,64,
PHL,9/30/2024 04:54,-75.2266,39.8734,64,59,83.78,60,6,0,30.01,1016.1,10,,OVC,,,,1800,,,,,,,,,,,64,
PHL,9/30/2024 05:54,-75.2266,39.8734,64,59,83.78,60,7,0,30.01,1016,10,,SCT,OVC,,,1400,2000,,,,,,,,,,64,
PHL,9/30/2024 06:38,-75.2266,39.8734,64,58,80.83,50,6,0,30,,10,,SCT,BKN,OVC,,2300,3000,5000,,,,,,,,,64,
PHL,9/30/2024 06:54,-75.2266,39.8734,64,58,80.83,50,6,0,30,1015.8,10,,SCT,BKN,OVC,,2300,3000,5000,,,,,,,,,64,
PHL,9/30/2024 07:54,-75.2266,39.8734,63,57,80.76,50,6,0,29.99,1015.6,10,,BKN,BKN,OVC,,3000,3800,5500,,,,,,,,,63,
PHL,9/30/2024 08:54,-75.2266,39.8734,63,58,83.72,40,6,0,30,1015.8,10,,SCT,BKN,OVC,,2500,6500,10000,,,,,,,,,63,
PHL,9/30/2024 09:54,-75.2266,39.8734,62,59,89.89,40,8,0,30,1015.9,10,,FEW,SCT,SCT,BKN,2000,7000,10000,14000,,,,,,,,62,
PHL,9/30/2024 10:54,-75.2266,39.8734,62,59,89.89,30,8,0,30.01,1016.2,10,,FEW,SCT,BKN,BKN,2000,7500,14000,26000,,,,,,,,62,
PHL,9/30/2024 11:19,-75.2266,39.8734,63,59,86.77,40,8,0,30.02,,9,,FEW,SCT,BKN,BKN,1500,7500,15000,26000,,,,,,,,63,
PHL,9/30/2024 11:54,-75.2266,39.8734,63,60,89.93,40,5,0,30.03,1016.8,9,,SCT,SCT,BKN,BKN,1200,7500,14000,26000,,,,,,,,63,
PHL,9/30/2024 12:15,-75.2266,39.8734,64,60,86.83,40,8,0,30.03,,10,,BKN,BKN,BKN,BKN,1300,7500,14000,26000,,,,,,,,64,
PHL,9/30/2024 12:47,-75.2266,39.8734,65,60,83.84,30,7,0,30.04,,10,,SCT,BKN,BKN,BKN,1400,7500,15000,26000,,,,,,,,65,
PHL,9/30/2024 12:54,-75.2266,39.8734,65,60,83.84,50,6,0,30.04,1017,10,,SCT,BKN,BKN,BKN,1300,7000,15000,26000,,,,,,,,65,
PHL,9/30/2024 13:23,-75.2266,39.8734,65,60,83.84,60,5,0,30.04,,10,,BKN,BKN,BKN,BKN,1600,7000,15000,20000,,,,,,,,65,
PHL,9/30/2024 13:54,-75.2266,39.8734,67,60,78.22,50,9,0,30.05,1017.4,10,16,BKN,BKN,BKN,BKN,1700,7000,14000,20000,,,,,,,,67,
PHL,9/30/2024 14:54,-75.2266,39.8734,68,59,72.92,60,8,0,30.05,1017.4,10,,BKN,BKN,BKN,,1900,7000,14000,,,,,,,,,68,
PHL,9/30/2024 15:38,-75.2266,39.8734,67,59,75.48,60,9,0,30.05,,10,,BKN,BKN,BKN,BKN,2200,7500,14000,20000,,,,,,,,67,
PHL,9/30/2024 15:54,-75.2266,39.8734,69,59,70.46,50,7,0,30.05,1017.5,10,,BKN,BKN,BKN,BKN,2500,7500,14000,20000,,,,,,,,69,
PHL,9/30/2024 16:54,-75.2266,39.8734,70,59,68.09,50,8,0,30.04,1017.1,10,,BKN,BKN,BKN,BKN,2500,7500,15000,20000,,,,,,,,70,
PHL,9/30/2024 17:54,-75.2266,39.8734,70,59,68.09,60,5,0,30.02,1016.5,10,,BKN,BKN,BKN,BKN,2700,7500,15000,20000,,,,,,,,70,
PHL,9/30/2024 18:35,-75.2266,39.8734,72,59,63.61,70,7,0,30.01,,10,,SCT,BKN,BKN,BKN,2900,6500,16000,20000,,,,,,,,72,
PHL,9/30/2024 18:54,-75.2266,39.8734,73,59,61.5,70,6,0,30.01,1016.2,10,,SCT,BKN,BKN,BKN,2900,6000,16000,20000,,,,,,,,73,
PHL,9/30/2024 19:54,-75.2266,39.8734,74,58,57.37,40,4,0,30,1015.7,10,,SCT,OVC,,,3300,6000,,,,,,,,,,74,
PHL,9/30/2024 20:54,-75.2266,39.8734,73,58,59.33,60,7,0,30,1015.7,10,,SCT,BKN,BKN,,3500,6000,21000,,,,,,,,,73,
PHL,9/30/2024 21:54,-75.2266,39.8734,72,57,59.2,80,10,0,30,1015.9,10,,SCT,SCT,BKN,BKN,3500,6000,15000,21000,,,,,,,,72,
PHL,9/30/2024 22:54,-75.2266,39.8734,69,55,60.99,90,11,0,30.02,1016.3,10,,FEW,FEW,BKN,BKN,3500,6000,15000,20000,,,,,,,,69,
PHL,9/30/2024 23:54,-75.2266,39.8734,68,54,60.86,70,8,0,30.03,1016.8,10,,SCT,BKN,OVC,,3900,14000,19000,,,,,,,,,68,
PHL,10/1/2024 00:54,-75.2266,39.8734,67,55,65.33,70,10,0,30.04,1017.3,10,,OVC,,,,4100,,,,,,,,,,,67,
PHL,10/1/2024 01:54,-75.2266,39.8734,65,57,75.3,70,8,0,30.03,1017,10,,BKN,,,,4100,,,,,,,,,,,65,
PHL,10/1/2024 02:54,-75.2266,39.8734,65,58,78.06,70,6,0,30.05,1017.5,10,,OVC,,,,4300,,,,,,,,,,,65,
PHL,10/1/2024 03:54,-75.2266,39.8734,65,58,78.06,50,8,0,30.03,1016.9,10,,SCT,BKN,OVC,,3700,4500,12000,,,,,,,,,65,
PHL,10/1/2024 04:54,-75.2266,39.8734,65,58,78.06,70,8,0,30.03,1016.9,10,,OVC,,,,4000,,,,,,,,,,,65,
PHL,10/1/2024 05:54,-75.2266,39.8734,64,58,80.83,50,6,0,30.03,1016.9,10,,BKN,OVC,,,4000,5500,,,,,,,,,,64,
PHL,10/1/2024 06:52,-75.2266,39.8734,64.4,57.2,77.45,50,5,0,30.04,,10,,BKN,BKN,OVC,,1600,2400,3500,,,,,,,,,64.4,
PHL,10/1/2024 06:54,-75.2266,39.8734,64,57,77.97,50,6,0,30.04,1017,10,,BKN,BKN,OVC,,1600,2400,3500,,,,,,,,,64,
PHL,10/1/2024 07:50,-75.2266,39.8734,64.4,57.2,77.45,50,7,0,30.03,,10,,SCT,BKN,OVC,,1900,4500,5000,,,,,,,,,64.4,
PHL,10/1/2024 07:54,-75.2266,39.8734,64,58,80.83,50,6,0,30.03,1016.7,10,,SCT,BKN,OVC,,1900,3000,5000,,,,,,,,,64,
PHL,10/1/2024 08:54,-75.2266,39.8734,64,59,83.78,60,7,0,30.01,1016.1,10,,FEW,BKN,OVC,,1700,4500,13000,,,,,,,,,64,
PHL,10/1/2024 09:54,-75.2266,39.8734,64,59,83.78,50,9,0,30.01,1016.1,10,,FEW,BKN,BKN,OVC,1800,5500,9500,13000,,,,,,,,64,
PHL,10/1/2024 10:45,-75.2266,39.8734,64,59,83.78,60,7,0,30.02,,10,,BKN,BKN,OVC,,2200,5500,9500,,,,,,,,,64,
PHL,10/1/2024 10:54,-75.2266,39.8734,64,59,83.78,70,10,0,30.02,1016.5,10,,FEW,BKN,OVC,,1500,2200,5500,,,,,,,,,64,
PHL,10/1/2024 11:17,-75.2266,39.8734,63,58,83.72,50,8,0,30.02,,10,17,FEW,SCT,BKN,,1500,2300,5500,,,,,,,,,63,
PHL,10/1/2024 11:54,-75.2266,39.8734,63,58,83.72,50,8,0,30.03,1016.7,10,,FEW,FEW,BKN,BKN,1500,2300,5500,16000,,,,,,,,63,
PHL,10/1/2024 12:54,-75.2266,39.8734,64,58,80.83,60,9,0,30.04,1017.1,10,,FEW,BKN,BKN,,1800,5500,15000,,,,,,,,,64,
PHL,10/1/2024 13:54,-75.2266,39.8734,65,59,80.9,50,10,0,30.05,1017.4,10,,SCT,BKN,BKN,BKN,1600,5500,9000,15000,,,,,,,,65,
PHL,10/1/2024 14:13,-75.2266,39.8734,65,59,80.9,60,9,0,30.05,,10,,BKN,BKN,BKN,BKN,1700,5000,9500,15000,,,,,,,,65,
PHL,10/1/2024 14:54,-75.2266,39.8734,67,59,75.48,60,9,0,30.04,1017.2,10,,BKN,BKN,BKN,BKN,1800,5000,9500,14000,,,,,,,,67,
PHL,10/1/2024 15:40,-75.2266,39.8734,68,59,72.92,60,10,0,30.03,,10,18,SCT,BKN,BKN,BKN,1900,2500,5500,14000,,,,,,,,68,
PHL,10/1/2024 15:54,-75.2266,39.8734,69,59,70.46,70,12,0,30.03,1016.8,10,,FEW,BKN,BKN,BKN,1700,2400,5500,14000,,,,,,,,69,
PHL,10/1/2024 16:54,-75.2266,39.8734,70,59,68.09,40,9,0,30.02,1016.5,10,,BKN,BKN,BKN,BKN,2500,4000,14000,26000,,,,,,,,70,
PHL,10/1/2024 17:41,-75.2266,39.8734,71,60,68.2,80,11,0,30.01,,10,,SCT,BKN,BKN,BKN,2700,4500,15000,26000,,,,,,,,71,
PHL,10/1/2024 17:54,-75.2266,39.8734,70,58,65.69,70,10,0,30.01,1016,10,,SCT,BKN,BKN,BKN,2700,4500,15000,26000,,,,,,,,70,
PHL,10/1/2024 18:54,-75.2266,39.8734,73,58,59.33,80,13,0,30,1015.7,10,,SCT,BKN,BKN,BKN,2700,4700,15000,26000,,,,,,,,73,
PHL,10/1/2024 19:54,-75.2266,39.8734,71,57,61.24,80,10,0,29.99,1015.6,10,,SCT,BKN,BKN,BKN,2700,4900,16000,26000,,,,,,,,71,
PHL,10/1/2024 20:54,-75.2266,39.8734,70,57,63.37,70,11,0,29.99,1015.4,10,,SCT,BKN,BKN,BKN,2900,5000,16000,26000,,,,,,,,70,
PHL,10/1/2024 21:54,-75.2266,39.8734,68,57,67.86,60,9,0,29.99,1015.3,10,,SCT,BKN,BKN,BKN,2700,5000,14000,26000,,,,,,,,68,
PHL,10/1/2024 22:54,-75.2266,39.8734,67,55,65.33,80,12,0,29.98,1015.2,10,,FEW,SCT,BKN,BKN,2700,5000,18000,26000,,,,,,,,67,
PHL,10/1/2024 23:54,-75.2266,39.8734,65,55,70.03,60,9,0,30,1015.8,10,17,FEW,SCT,SCT,BKN,2500,4500,13000,18000,,,,,,,,65,
PHL,10/2/2024 00:54,-75.2266,39.8734,64,56,75.2,70,9,0,30,1015.8,10,,FEW,SCT,SCT,OVC,2000,4500,10000,18000,,,,,,,,64,
PHL,10/2/2024 01:54,-75.2266,39.8734,64,57,77.97,60,8,0,30,1015.9,10,,FEW,SCT,OVC,,1200,10000,16000,,,,,,,,,64,
PHL,10/2/2024 02:54,-75.2266,39.8734,63,57,80.76,60,6,0,30,1015.8,10,,FEW,OVC,,,1800,18000,,,,,,,,,,63,
PHL,10/2/2024 03:54,-75.2266,39.8734,62,57,83.65,60,6,0,30,1015.8,10,,FEW,BKN,OVC,,1700,11000,17000,,,,,,,,,62,
PHL,10/2/2024 04:54,-75.2266,39.8734,62,57,83.65,50,7,0,29.99,1015.4,10,,FEW,BKN,OVC,,1700,4500,12000,,,,,,,,,62,
PHL,10/2/2024 05:54,-75.2266,39.8734,63,58,83.72,40,7,0,29.99,1015.3,10,,BKN,BKN,OVC,,4900,11000,15000,,,,,,,,,63,
